Reviewer,Title,Review,Rating
Haney,"Nice hotel, good location","The property is located in a vibrant and bustling locality. As it is just a five-minute walk from Somerset MRT, reaching it from Changi airport was a breeze. Besides, we did not have to use a cab at all; Somerset is pretty centrally located. The room was very clean. I usually get a dust allergy on my travels abroad, but I did not sneeze here. The breakfast was basic and adequate. The staff was very courteous. All in all, value for money.",5
Buyer333,Not as i expected,Good budget hotel in the heart of Orchard Rd. It’s near Paragon and right behind the Apple store in Singapore. 3 min walk to Somerset mrt. They have decent breakfast which is open till 1130; it’s multi cuisine and the staff are friendly. Room size is small and the bathroom is basic. The shower pressure is no good (due to water saving measures). They have a washing machine on level 4 for laundry. Overall a decent stay - stayed for 5 days.,4
Pravasee2019,Trying to reach,"The hotel was nice, clean and in a good location. I think it was good value for money. Breakfast was nice, not lots of choice but enough. One problem we had was that the hotel did not have a pool. obviously our fault for not doing our research when booking. overall, we were happy with our stay here",5
Row,Excellent!!,Thought with the name Express it will be plain vanilla. The room is comfortable. It even offers free mobile. Breakfast offering is good as well. My room was very near the elevators but the room had nice thick walls.,1
TaniaKansil,It's location & hospitality...,Hello By the looks of it on the internet it looks fantastic with a 100% value for money and great service reviews.is there any email we could write on to communicate regarding my bookings.Ajay SaweFrom India,4
Manho82,Superb location,"Excellent service and very friendly, warm and competent staff. From check in to check out, seamless and hassle free service. Amenities are more than sufficient. Location is very convenient. Shops and restaurants nearby and walking distance. Breakfast buffet has a wide selection and food was good. We will definitely come back.",5
K sharma,Simple and functional,"Love the location of the hotel which very closed to my favorite mall, The Paragon. This is the 2nd time time I stayed in this hotel, after the first one back in 2012. I do appreciate the hospitality of the staff. Didn't get her name, but she was very attentive and helpful when I asked for MRT going to Marina Bay Sand Theatre. She mentioned there were 2 options, but suggested to take the simpler one though might be longer. For this she handed me a note to help me remember. Thanks! Indeed useful. >>TK-August 2019",1
Calvina S,Comfortable only for single's or couples,"Spent a week here on a business trip in July, great central location. First night was quite noisy (7th floor) staff very helpful and moved me to 12th floor much better from a noise perspective. Housekeeping to a very high standard, small functional gym was spotless. Breakfast was self service with a good selection but coffee was not the best. Overall an enjoyable stay and hope to return.",3
Franz Joseph D,Great location,We stayed a few days. The extra sofa bed for my 16 year old daughter was too uncomfortable. There was no hot water on day 2 due to repair work. Breakfast was ok. Location was good. Staff good.I say it was a couples or single person room standard only.,1
nick_ng,nice to be back ...,"Our room was really tiny and I don't seem to understand what is wrong with the size of the beds when they know a family (2 adults 1 child aged 2) is going to stay with them. The breakfast was good, the staff was very courteous and caring. Very convenient if you have to go around and see places. I just had issues with the bed honestly and we couldn't rest well after being so exhausted.",5
Selwyna V,Home away from home,"This is a great location if you are looking for something close to shopping centers and restaurants. It is smack down in the middle of Orchard road where all the prime shops are located. A 10 min walk away from the train station so not so bad. Rooms are clean, comfortable bed, and very sustainable hotel if I may add. Easy to get a taxi and staff is very accommodating. I did not give it a 5 star just because the options for food are not that many and area of the restaurant is not that big. Still, a great restaurant for anyone travelling on business and needs to be in the city area.",5
