Reviewer,Title,Review,Rating
theneiweems,Good Location,Chicago has some really friendly people. Nice quaint restaurants next to hotel. Good happy hours in the area and in the hotel. Room was small but I was out most of the day so it didn’t matter. My son and his family stayed there as well. They had a nice suite.,5
shelleyhussey28,Wonderful Stay,Hotel was perfectly located to see so much of Chicago. Hotel was very clean. Rooms were a little small and not sure that the beds were actually queen sized but as we were not spending much time in the room. Request for extra towels and glasses were honoured very quick. Overall very satisfied,3
GBGIreland,Great location,"Loved this hotel for its service, amenities, location (walking distance to everything), free wine hour, laundry room, the rooms were very clean, perfect size, comfortable bed. I would definitely stay here on my next visit.",2
Isabel U,Very good,Good location for the Theatre district and for the Riverwalk. Great old world charm. Enjoyed the quick walk to Grant Park and other attractions. Room was clean and property was clean. Staff was fantastic.,1
Josh E,Great Location,I loved staying at the River hotel. The beds were so comfortable. They had free snacks on the second floor. I thought that was very thoughtful. And there were water stations on each floor with water bottles if you needed one. Again a very thoughtful idea. Staff was very friendly and helpful. Amazing location,3
ulrichweberelstorf,very good,"Great location, right on the river, across from Trump Tower. Perfect for seeing the city. Hop on hop off bus stop right opposite the hotel. The queen rooms were good for one person but a bit tight for two. Loved the free M&M’s!!",4
whit1094,River Hotel,"The hotel is beautiful and clean. Located just in front of Chicago River. You can just walk to the most popular attractions... Cloud gate, Millennium park, Navy pier... They offer coffee, fruit and some snacks all day. Wine at 5 pm. The staff always friendly and very helpful. Ask for Pedro if you need any help:)",5
Melanie G,Perfect hotel,"Had a great stay at the River Hotel! Staff was all very friendly and helpful. Room was small, but that was expected. Can’t beat the location of this hotel, it is close to great restaurants and all of the shopping Chicago has to offer.",3
Raya H,Just a good location,Very suitable accomodation to explore the city of Chicago. Right at the river. Free loundry and lounch. Very friendly personal. Just be aware that the rooms are quite small. All in all a very good choice.,3
angiebaker,No doors!,Great location. Close to a lot of tourist attractions. The staff didn't tell us about fruit and other treats available daily. Be sure to ask them for details. We were told by other patrons the night before we left. I would definitely stay there again.,5
susaninkansas,The River Hotel is terrific!,"We stayed in Chicago for a weekend and were positively surprised by this hotel. The room is rather small, but clean. It's great that you can refill water on each floor. In addition, there are free snacks available in the evening. It's also close to the important sights. Would definitely recommend staying there!",5
Cathal C,Nice stay,"The hotel rooms are small and primitive, the location is excellent. The restaurant they have is located righg next to the hotel serves good food but with terrible service. If you are looking for a good location and price and welling to settle for less this is the hotel to go for.",3
