Reviewer,Title,Review,Rating
kimbell396,Love Panti Inn,"In an absolutely perfect location in La Jolla you will find the Pantai Inn.The inn is a collection of different buildings.We stayed in two different rooms during our stay.They were the one bedroom premium suites.First we stayed in the first floor unit.A beautiful unit with a full kitchen and a fantastic view of the water,it was excellent.Tastefully decorated in a style reminiscent of Bali.We throughly enjoyed our stay here.We then moved to the top suite.Not quite as nice inside as the downstairs unit but certainly a beautiful room.It did have a larger deck with a commanding view of the La Jolla shoreline.With all the people promenading on the path by the ocean we found great people watching.And of course the view beyond was endless.Hard to choose between these two rooms.A",1
agplayer,Pantai Inn October Getaway,A hidden gem! The view of the ocean is delightful. The decor is lovely and the amenities are most appreciated. A different breakfast menu each day is fun. The staff is attentive but not intrusive. The flowers and lush plants make for a restful and beautiful experience.,4
targuell0,What a trip,"From the moment we checked in we felt like we were treated like royalty. We had special requests that we needed because one of us are disabled. Mike the manager and everybody else went above and beyond to make certain that our stay was as comfortable as it was. We truly felt like we were pampered. The breakfasts, especially eating outside were wonderful. The room was nothing less than perfect. If you are looking for the best location on the cove and want a relaxing yet elegant (in an unpretentious way) hotel this is the place!",4
Brook D,Great location! Ocean views are amazing.,"The staff at Pantai Inn provided me with the best service that I've ever experienced. They were warm, caring and attentive to my every whim. The daily breakfasts, snacks in the kitchen and other amenities were all first class. Lastly, the location is convenient for walking everywhere, and the view from the property is spectacular.",1
SeemaT,Best place to make memories in La Jolla!,"This is our second time staying here, we just love this place. Near the ocean, the views, the staff are all excellent. It's so relaxing here. They offer breakfast in the mornings and you can't beat the view of the ocean while you enjoy your eggs,coffee and whatever offering they have. Tons to do and see in the area also,",5
MGD007,A wonderful place to stay !,"We had a wonderful stay at the Pantai Inn, located just footsteps from the La Jolla village. We booked a suite, but upon arrival were upgraded to a cottage facing the shoreline at no charge. The grounds are beautiful, well-preserved, and feature Bali-inspired fountains and ornamentals. Plenty of design details, both on the grounds, and within each unit. From huge murals in the breakfast area, to exquisite tile work everywhere, there's much to see and enjoy. Our cottage was large, with a beautiful kitchen, two nicely sized bedrooms, each with modern TVs. The buffet breakfast changes daily, with a full selection of hot foods. Seating is indoor or outdoor overlooking the ocean. Service is second to none. Mike the manager quickly worked to solve our small internet connection issue.",1
dlinds713703,Best hotel,"Great one night get away...The spectacular service started with the first call booking the room..the help choosing which room, where to eat, etc.. was exceptional...when we arrived we were not disappointed only highly impressed.. the location was amazing with incredible ocean views, many places to walk along the coast and only minutes to the Village with all the shopping and eating ammeniteis all within easy walking distances..upon arrival checking in was great..our greeter gave us a warm welcome and personal tour of the facilities, our room and all the accomidations..the amazing chocolate deserts delivered to the rooms within 15 minutes of arrival put my wife in the best mood...there were quality drinks and wine available in the room at very reasonable prices..the breakfast",5
BeachBri,Highest expectations and still surprised!,Staff was very friendly. Feels like being home. We planned our stay and liked it so much we changed our plans and decided to come back the following week. I could not have been happier with the experience. We will be back. Thank you!,3
Maps314168,Pantai Inn,"Pantai Inn gets my highest marks in every category. It’s absolutely beautiful and charming with Balinese decor. You get so much value for the money. It’s such an amazing boutique hotel with many complimentary services including amazing breakfast, free non-alcoholic drinks, coffee and tea all day, homemade sweets each afternoon, and much more. The best part is their attention to detail to make sure you have the best experience. Staff go out of their way to help you and are super friendly. We were celebrating a milestone birthday. The staff heard of gluten-free request that I had made early in our stay. They surprised us with a tray of gluten free desserts brought to our hotel room that afternoon. Definitely the best hotel in the La Jolla area. We will be back!",1
Meander258191,"a perfect, peaceful, wonderful wedding weekend for 70","We stayed at Pantai Inn for four nights recently. It is a fantastic in all respects: the people are so friendly and helpful; the location could not be better, it is right on the ocean: the delicious breakfasts and the daily care of our rooms---all terrific!",5
